Label	Power	Voltage	Voltage(2)	Temp	Temp(2)	Voltage(3)
Units	V	µmol/m2s	ppm	deg C	deg C	ppt
15.01.2018 05:42:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:42:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:42:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:42:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:42:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:42:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:42:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:42:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:42:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:42:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:42:50	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:42:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:43:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:43:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:43:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:43:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:43:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:43:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:43:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:43:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:43:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:43:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:43:50	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:43:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:44:00	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:44:05	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:44:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:44:15	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:44:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:44:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:44:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:44:35	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:44:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:44:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:44:50	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:44:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:45:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:45:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:45:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:45:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:45:20	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:45:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:45:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:45:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:45:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:45:45	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:45:50	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:45:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:46:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:46:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:46:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:46:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:46:20	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:46:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:46:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:46:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:46:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:46:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:46:50	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:46:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:47:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:47:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:47:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:47:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:47:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:47:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:47:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:47:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
